iter	RMSE
304	121.8690197
305	121.6229894
306	121.3582076
307	121.1317941
308	120.9033279
309	120.454967
310	120.0202236
311	119.8069407
312	119.5878536
313	119.1673317
314	118.952311
315	118.5090172
316	118.2447606
317	117.8722707
318	117.4992948
319	117.1743749
320	116.9561294
321	116.56533
322	116.36773
323	116.0132225
324	115.7504608
325	115.5168605
326	115.2746014
327	114.9235494
328	114.7087067
329	114.3013493
330	113.9984737
331	113.6505359
332	113.2896902
333	112.9414634
334	112.7080775
335	112.3226606
336	111.9496863
337	111.7095972
338	111.4777475
339	111.1431569
340	110.8109695
341	110.5790795
342	110.2288755
343	110.0352392
344	109.7107575
345	109.4708937
346	109.1537791
347	108.9092319
348	108.5995015
349	108.2741852
350	108.1066792
351	107.7969655
352	107.5158301
353	107.3565885
354	107.1220809
355	106.8207324
356	106.6570657
357	106.4613123
358	106.233482
359	105.9644243
360	105.7901668
361	105.5823651
362	105.2617418
363	104.8548839
364	104.4551544
365	104.0624198
366	103.6765493
367	103.4010377
368	103.0261841
369	102.6578694
370	102.395785
371	102.1673119
372	101.8219317
373	101.4634178
374	101.1107941
375	100.8475365
376	100.5572021
377	100.2094159
378	100.0045624
379	99.67589223
380	99.45566734
381	99.13259587
382	98.81471508
383	98.53991197
384	98.20170342
385	98.00975293
386	97.74413865
387	97.55616261
388	97.40349003
389	97.21033776
390	96.87575484
391	96.68579883
392	96.54210275
393	96.26742114
394	95.95978165
395	95.65698513
396	95.35894577
397	95.06557966
398	94.74276327
399	94.48927914
400	94.20244084
401	93.92006625
402	93.60352686
403	93.33118998
404	93.0884419
405	92.718424
406	92.40634925
407	92.17048529
408	91.93114037
409	91.70141455
410	91.46712538
411	91.23331823
412	90.93201679
413	90.62501978
414	90.27180204
415	89.97175173
416	89.62714774
417	89.3651443
418	89.10713873
419	88.78338685
420	88.49442362
421	88.24126471
422	88.05845495
423	87.80859348
424	87.62907681
425	87.38836308
426	87.2119567
427	86.97394639
428	86.73311381
429	86.55973814
430	86.32526986
431	86.16220312
432	85.9303531
433	85.7017356
434	85.54057196
435	85.31447975
436	85.0445693
437	84.8211392
438	84.68428814
439	84.54959377
440	84.3295738
441	84.19305249
442	83.97582883
443	83.84128524
444	83.71146664
445	83.54679964
446	83.31260872
447	83.17290426
448	83.03540569
449	82.80653906
450	82.53454306
451	82.39908707
452	82.14725944
453	81.89913764
454	81.63964952
455	81.48860427
456	81.27710214
457	81.15310499
458	80.99468551
459	80.87250806
460	80.75014846
461	80.59538799
462	80.47572702
463	80.33349211
464	80.17470386
465	80.02455693
466	79.83703336
467	79.69194391
468	79.57805355
469	79.35562545
470	79.22590601
471	78.963312
472	78.82189379
473	78.66932135
474	78.5653773
475	78.4539268
476	78.23572284
477	78.09788787
478	77.8824856
479	77.6460322
480	77.4130384
481	77.27144742
482	77.1683954
483	77.0591694
484	76.95761581
485	76.85021165
486	76.63926572
487	76.50500766
488	76.27655437
489	76.13904384
490	76.03397536
491	75.93364805
492	75.72620174
493	75.45802546
494	75.337269
495	75.2380722
496	75.13547213
497	75.01792367
498	74.91736543
499	74.82075406
500	74.61651994
501	74.46228724
502	74.26200901
503	74.13242776
504	74.03353332
505	73.89727418
506	73.67889791
507	73.51900246
508	73.40570282
509	73.29425947
510	73.09754542
511	72.8894273
512	72.63343547
513	72.52015851
514	72.26766285
515	72.04252952
516	71.93345778
517	71.82490759
518	71.71815155
519	71.61140181
520	71.50667247
521	71.40074622
522	71.30997973
523	71.22024397
524	71.13077898
525	71.04251021
526	70.85034934
527	70.76256359
528	70.67581734
529	70.44044577
530	70.25003386
531	70.16310054
532	69.95091559
533	69.64830085
534	69.50520382
535	69.36398872
536	69.11977566
537	69.03411694
538	68.93482556
539	68.83534827
540	68.64624945
541	68.40537888
542	68.19666592
543	67.95842844
544	67.8608187
545	67.76483607
546	67.68192347
547	67.58743139
548	67.49450653
549	67.39175484
550	67.29107333
551	67.20916935
552	67.11755779
553	66.89467644
554	66.81364027
555	66.63348193
556	66.45889071
557	66.38227612
558	66.30264786
559	66.08403201
560	65.95508328
561	65.87653493
562	65.78716109
563	65.61052709
564	65.41368214
565	65.33597517
566	65.16776424
567	65.04475437
568	64.96859498
569	64.88142788
570	64.80626551
571	64.61639971
572	64.54249779
573	64.39936502
574	64.17905104
575	64.00572383
576	63.83462686
577	63.61847095
578	63.44798482
579	63.23900826
580	63.16661738
581	63.1141035
582	63.0405921
583	62.95279471
584	62.78533816
585	62.62092195
586	62.5698241
587	62.33443159
588	62.24837515
589	62.17633038
590	62.11019751
591	61.95902292
592	61.7264184
593	61.65939682
594	61.5886828
595	61.52418506
596	61.45448187
597	61.39102517
598	61.23598459
599	61.00624
600	60.92603292
601	60.86434378
602	60.6371539
603	60.54355936
604	60.4374156
605	60.36963
606	60.3027802
607	60.13456922
608	59.93761842
609	59.83412521
610	59.7332339
611	59.66762887
612	59.60292171
613	59.51136003
614	59.44742218
615	59.35743732
616	59.2942554
617	59.19788023
618	59.13570934
619	59.0743771
620	58.92811717
621	58.82355398
622	58.73577729
623	58.64959782
624	58.54270463
625	58.48035655
626	58.42010342
627	58.3355792
628	58.28048868
629	58.22096303
630	58.11876354
631	58.0582532
632	58.00417573
633	57.89827392
634	57.74235434
635	57.65755049
636	57.62006129
637	57.52085702
638	57.42183358
639	57.31657883
640	57.21670898
641	57.15898726
642	57.10045678
643	57.06194219
644	56.95772879
645	56.76399506
646	56.72584662
647	56.62996125
648	56.43781765
649	56.3814894
650	56.2308659
651	56.13781682
652	56.0589143
653	56.00221324
654	55.9068536
655	55.86714141
656	55.67928855
657	55.60329188
658	55.56432452
659	55.46310712
660	55.40962596
661	55.22279792
662	55.18439652
663	55.03882823
664	54.9653765
665	54.89328699
666	54.83887876
667	54.65332716
668	54.60188774
669	54.51265425
670	54.33413804
671	54.29729376
672	54.11525021
673	54.07882603
674	54.00921773
675	53.95678254
676	53.77811213
677	53.72782193
678	53.58774151
679	53.55230685
680	53.41361742
681	53.31798873
682	53.28323543
683	53.11058074
684	53.06244632
685	52.88682509
686	52.85251514
687	52.75947014
688	52.58677051
689	52.53964199
690	52.45413115
691	52.31949266
692	52.21810693
693	52.18485228
694	52.01691282
695	51.95805274
696	51.907667
697	51.74144787
698	51.70883063
699	51.62905713
700	51.49695912
701	51.33281899
702	51.30053769
703	51.24797366
704	51.08211698
705	51.05035987
706	50.9986251
707	50.86881668
708	50.82500332
709	50.66362928
710	50.63247182
711	50.46847311
712	50.39979966
713	50.33047958
714	50.21115701
715	50.05000782
716	49.98798381
717	49.87248038
718	49.71334992
719	49.65250119
720	49.59226548
721	49.48037686
722	49.41442688
723	49.34951228
724	49.24102466
725	49.17697483
726	49.0630593
727	49.00002609
728	48.89442465
729	48.78191345
730	48.71971438
731	48.66270517
732	48.51684645
733	48.41414545
734	48.26059083
735	48.20484686
736	48.10524798
737	47.9535405
738	47.89874002
739	47.79074013
740	47.73696816
741	47.6201557
742	47.43441019
743	47.25113698
744	47.07029679
745	46.89185124
746	46.71576282
747	46.64577017
748	46.47187116
749	46.3002573
750	46.13089346
751	45.96374526
752	45.79877908
753	45.69834535
754	45.57165166
755	45.44795555
756	45.35096573
757	45.29922239
758	45.16871818
759	45.1376909
760	45.0441527
761	44.92536132
762	44.85320091
763	44.76233466
764	44.63679581
765	44.46906061
766	44.38672719
767	44.32455283
768	44.26360078
769	44.10232102
770	44.04296282
771	43.92789333
772	43.77131046
773	43.71333854
774	43.61553759
775	43.45829593
776	43.30313633
777	43.15002632
778	43.09322197
779	42.94213204
780	42.79022671
781	42.6426315
782	42.49696871
783	42.38774615
784	42.28243109
785	42.17762401
786	42.12652682
787	42.07339667
788	41.93458279
789	41.88237632
790	41.82757545
791	41.77646162
792	41.63463476
793	41.58780381
794	41.49831983
795	41.45393377
796	41.35039544
797	41.20515666
798	41.06151939
799	40.91946719
800	40.77898382
801	40.64005319
802	40.50265943
803	40.36678683
804	40.23241986
805	40.09954315
806	39.96814151
807	39.78375194
808	39.73869312
809	39.63916159
810	39.50944919
811	39.32973907
812	39.18376842
813	39.15335691
814	39.12340684
815	39.09391029
816	38.9964178
817	38.85422805
818	38.78243296
819	38.70115624
820	38.64018958
821	38.56991863
822	38.52245571
823	38.45428542
824	38.40791688
825	38.28257583
826	38.22344876
827	38.17834568
828	38.09400902
829	37.97187445
830	37.92771902
831	37.88523276
832	37.8024878
833	37.67834211
834	37.6352507
835	37.59290807
836	37.55144875
837	37.46758672
838	37.42600815
839	37.38534429
840	37.30518443
841	37.26455612
842	37.1840658
843	37.09576899
844	37.01653219
845	36.97699323
846	36.89645157
847	36.8378759
848	36.79411642
849	36.75571922
850	36.71279827
851	36.63321185
852	36.57629376
853	36.49913398
854	36.46191815
855	36.38345959
856	36.34676425
857	36.30488234
858	36.22946338
859	36.17498361
860	36.0461509
861	35.97060911
862	35.88840573
863	35.77879091
864	35.64656264
865	35.53778078
866	35.41530028
867	35.35789598
868	35.32464796
869	35.26884456
870	35.2362422
871	35.16037856
872	35.0312268
873	34.99899626
874	34.94450887
875	34.91288971
876	34.78505071
877	34.7325954
878	34.70151724
879	34.65041512
880	34.5238545
881	34.493294
882	34.44342977
883	34.37425236
884	34.26656424
885	34.23653611
886	34.13005554
887	34.08536184
888	34.02357709
889	33.97396778
890	33.94091717
891	33.83807743
892	33.79432901
893	33.73446736
894	33.68701327
895	33.6548309
896	33.53260299
897	33.48628797
898	33.44878174
899	33.37609027
900	33.27507602
901	33.2464628
902	33.21538501
903	33.17355226
904	33.05397975
905	33.01719406
906	32.97087457
907	32.93457109
908	32.8486828
909	32.82113149
910	32.75054034
911	32.69419897
912	32.57671015
913	32.55235974
914	32.46825521
915	32.42298586
916	32.38773771
917	32.34397247
918	32.27409635
919	32.17744114
920	32.1424535
921	32.04030987
922	31.94489486
923	31.9184745
924	31.8811724
925	31.84273642
926	31.74670345
927	31.70299822
928	31.67442874
929	31.6127769
930	31.51770991
931	31.49188172
932	31.43447917
933	31.40073396
934	31.34135552
935	31.31626493
936	31.23676694
937	31.21032966
938	31.09281197
939	30.97099477
940	30.85729805
941	30.73901442
942	30.62898105
943	30.5076771
944	30.40129657
945	30.29686422
946	30.18071458
947	30.07970461
948	29.98052372
949	29.90138914
950	29.80506035
951	29.71046147
952	29.60649097
953	29.5049658
954	29.403941
955	29.32823875
956	29.28485256
957	29.21024586
958	29.16780287
959	29.094275
960	29.05274818
961	29.01220073
962	28.93964475
963	28.8999576
964	28.82845062
965	28.78195349
966	28.7114094
967	28.64197296
968	28.59618132
969	28.52767586
970	28.46024259
971	28.43256756
972	28.38182107
973	28.33117366
974	28.26499282
975	28.21486064
976	28.14958944
977	28.09996667
978	28.05047641
979	28.00141773
980	27.93733117
981	27.88876895
982	27.84015381
983	27.79214083
984	27.72921695
985	27.68168812
986	27.63393061
987	27.58693688
988	27.52515438
989	27.47863309
990	27.41811532
991	27.37209398
992	27.31152089
993	27.26596051
994	27.206681
995	27.16160813
996	27.10221331
997	27.05759052
998	26.99951567
999	26.95536857
